Codice,Varieta,Codice del clone,Nome del clone,Data di approvazione,Costitutore,Sinonimi,Annotazioni,Gazzetta ufficiale,Data G.U.
258,VERMENTINO B.,020,I - Ampelos BC 8,2014-10-20,90-60,,,G.U. 258,2014-06-11
258,VERMENTINO B.,021,I - LA - VITE - VERM - 67,2016-06-08,89/9/102,,,G.U. 155,2016-07-05
258,VERMENTINO B.,022,I - LA - VITE - VERM - 90,2016-06-08,89/9/102,,,G.U. 155,2016-07-05
258,VERMENTINO B.,023,I - VCR 147,2018-05-30,2,,,G.U. 133,2018-06-11
258,VERMENTINO B.,024,I - VCR 162,2018-05-30,2,,,G.U. 133,2018-06-11
258,VERMENTINO B.,025,I - VCR 163,2018-05-30,2,,,G.U. 133,2018-06-11
259,VERMENTINO NERO N.,,,1970-05-25,,,,G.U. 149,1970-06-17
260,VERNACCIA DI ORISTANO B.,,,1970-05-25,,,,G.U. 149,1970-06-17
260,VERNACCIA DI ORISTANO B.,001,I - CAPVS 1,2002-11-27,25,,,G.U. 19,2003-01-24
260,VERNACCIA DI ORISTANO B.,002,I - CAPVS 2,2002-11-27,25,,,G.U. 19,2003-01-24
260,VERNACCIA DI ORISTANO B.,003,I - CAPVS 3,2002-11-27,25,,,G.U. 19,2003-01-24
261,VERNACCIA DI S. GIMIGNANO B.,,,1970-05-25,,(024) BERVEDINO B.,,G.U. 149,1970-06-17
261,VERNACCIA DI S. GIMIGNANO B.,001,I - V-P-6,1978-10-24,15,,,G.U. 323,1978-11-18
261,VERNACCIA DI S. GIMIGNANO B.,002,I - U.S. FI - PI 8,1994-10-26,9/15,,,G.U. 273,1994-11-22
261,VERNACCIA DI S. GIMIGNANO B.,003,I - UFI R C S.GIMIGNANO 3,2002-11-27,2/15/37/44,,,G.U. 19,2003-01-24
261,VERNACCIA DI S. GIMIGNANO B.,004,I - UFI R C S.GIMIGNANO 5,2002-11-27,2/15/37/44,,,G.U. 19,2003-01-24
261,VERNACCIA DI S. GIMIGNANO B.,005,I - UFI R C S.GIMIGNANO 13,2002-11-27,2/15/37/44,,,G.U. 19,2003-01-24
261,VERNACCIA DI S. GIMIGNANO B.,006,I - UFI R C S.GIMIGNANO 15,2002-11-27,2/15/37/44,,,G.U. 19,2003-01-24
261,VERNACCIA DI S. GIMIGNANO B.,007,I - UFI R C S.GIMIGNANO 16,2002-11-27,2/15/37/44,,,G.U. 19,2003-01-24
261,VERNACCIA DI S. GIMIGNANO B.,008,I - UFI R C S.GIMIGNANO 17,2002-11-27,2/15/37/44,,,G.U. 19,2003-01-24
261,VERNACCIA DI S. GIMIGNANO B.,009,I - UFI R C S.GIMIGNANO 19,2002-11-27,2/15/37/44,,,G.U. 19,2003-01-24
261,VERNACCIA DI S. GIMIGNANO B.,010,I - UFI R C S 414,2007-09-19,2/15/37/44,,,G.U. 253,2007-10-30
261,VERNACCIA DI S. GIMIGNANO B.,011,I - VCR 375,2009-03-27,2,,,G.U. 146,2009-06-26
262,VERNACCIA NERA N.,,,1970-05-25,,VERNACCIA*,* Ai soli fini della designazione,G.U. 149,1970-06-17
262,VERNACCIA NERA N.,001,I - 1 ISV - CSV,2004-05-07,1/13,,,G.U. 242,2004-10-14
263,VESPAIOLA B.,,,1970-05-25,,VESPAIOLO*,* Ai soli fini della designazione,G.U. 149,1970-06-17
263,VESPAIOLA B.,001,I - ISV C VI 4,1987-07-03,1/18,,,G.U. 180,1987-08-04
263,VESPAIOLA B.,002,I - ISV C VI 9,1987-07-03,1/18,,,G.U. 180,1987-08-04
263,VESPAIOLA B.,003,I - ISV C VI 16,1990-07-18,1/18,,,G.U. 199,1990-08-27
264,VESPOLINA N.,,,1970-05-25,,UGHETTA,,G.U. 149,1970-06-17
264,VESPOLINA N.,001,I - CVT 27,2003-07-09,12,,,G.U. 241,2003-10-16
264,VESPOLINA N.,002,I - CVT 31,2003-07-09,12,,,G.U. 241,2003-10-16
264,VESPOLINA N.,003,I - uc103,2014-05-15,16/92,,,G.U. 127,2014-06-04
264,VESPOLINA N.,004,I - uc105,2014-05-15,16/92,,,G.U. 127,2014-06-04
265,VIEN DE NUS N.,,,1970-05-25,,,,G.U. 149,1970-06-17
266,AGLIANICO DEL VULTURE N.,,,1971-03-22,,(002) AGLIANICO N.,,G.U. 98,1971-04-24
266,AGLIANICO DEL VULTURE N.,001,I - VCR 11,1997-09-01,2,,,G.U. 254,1997-10-30
266,AGLIANICO DEL VULTURE N.,002,I - VCR 14,1997-09-01,2,,,G.U. 254,1997-10-30
266,AGLIANICO DEL VULTURE N.,003,I - UNIMI-VITIS-AGV VV401,2006-02-02,33/58,,,G.U. 61,2006-03-14
266,AGLIANICO DEL VULTURE N.,004,I - UNIMI-VITIS-AGV VV404,2006-02-02,33/58,,,G.U. 61,2006-03-14
266,AGLIANICO DEL VULTURE N.,005,I - Ampelos VCP - VL 5,2012-03-23,68/69/60,,,G.U. 137,2012-06-14
267,ALBAROSSA N.,,,1977-06-20,,,,G.U. 303,1977-11-07
267,ALBAROSSA N.,001,I - CVT-5,2017-10-05,12-76,,,G.U. 256,2017-11-02
267,ALBAROSSA N.,002,I - VCR 144,2021-02-10,2,,,G.U. 43,2021-02-20
268,BRIC N.,,,1977-06-20,,,,G.U. 303,1977-11-07
269,BUSSANELLO B.,,,1977-06-20,,,,G.U. 303,1977-11-07
270,CHASSELAS DORATO B.,,,1970-05-25,,,,G.U. 149,1970-06-17
271,CORNAREA N.,,,1977-06-20,,,,G.U. 303,1977-11-07
272,COVE' B.,,,1977-06-20,,,,G.U. 303,1977-11-07
273,FERTILIA N.,,,1976-01-26,,,,G.U. 137,1976-05-25
274,FLAVIS B.,,,1976-01-26,,,,G.U. 137,1976-05-25
275,FUBIANO B.,,,1977-06-20,,,,G.U. 303,1977-11-07
276,INCROCIO BIANCO FEDIT 51 C.S.G. B.,,,1976-01-28,,(460) Dorona B.,,G.U. 136,1976-05-24
277,INVERNENGA B.,,,1971-03-22,,,,G.U. 98,1971-04-24
277,INVERNENGA B.,001,I - MI-BRIXIA 98 - 313,1999-05-25,7/29/33,,,G.U. 160,1999-07-10
277,INVERNENGA B.,002,I - MI-BRIXIA 98 - 377,1999-05-25,7/29/33,,,G.U. 160,1999-07-10
278,ITALICA B.,,,1976-01-26,,,,G.U. 137,1976-05-25
279,MALVASIA DI CANDIA AROMATICA B.,,,1970-05-25,,,,G.U. 149,1970-06-17
279,MALVASIA DI CANDIA AROMATICA B.,001,I - PC MACA 62,1988-12-14,16,,,G.U. 199,1990-08-27
279,MALVASIA DI CANDIA AROMATICA B.,002,I - PC MACA 66,1988-12-14,16,,,G.U. 199,1990-08-27
279,MALVASIA DI CANDIA AROMATICA B.,003,I - PC MACA 68,1988-12-14,16,,,G.U. 199,1990-08-27
279,MALVASIA DI CANDIA AROMATICA B.,004,I - VCR 27,2002-11-27,2,,,G.U. 19,2003-01-24
280,S. MARTINO N.,,,1977-06-20,,,,G.U. 303,1977-11-07
281,MOSCATO DI TERRACINA B.,,,1971-02-22,,"MOSCATELLO*, MOSCATELLONE*, MUSCAT**, MUSKATELLER**","* Ai soli fini della designazione ** Ai soli fini della designazione, per l'esportazione o la spedizione verso altri Stati membri",G.U. 71,1971-03-22
281,MOSCATO DI TERRACINA B.,001,I - CRSFA - Regione Puglia F42,2020-01-07,66/71/11/80,,,G.U. 16,2020-01-21
282,NEBBIERA N.,,,1977-06-20,,,,G.U.303,1977-11-07
283,NIGRA N.,,,1976-01-26,,,,G.U. 137,1976-05-25
284,PASSAU N.,,,1977-06-20,,,,G.U. 303,1977-11-07
285,PIGNOLO N.,,,1977-06-14,,,,G.U. 238,1977-09-01
285,PIGNOLO N.,001,I - CRAVIT - ERSA FVG 370,2010-05-28,23/1,,,G. U. 189,2010-08-14
286,PRODEST N.,,,1976-01-26,,,,G.U. 137,1976-05-25
287,ROSSARA N.,,,1970-05-25,,,,G.U. 149,1970-06-17
288,S. MICHELE N.,,,1977-06-20,,,,G.U. 303,1977-11-07
289,SCHIAVA GROSSA N.,,,1970-05-25,,"EDELVERNATSCH**, GROSSEVERNATSCH**, SCHIAVA*, VERNATSCH**",* Ai soli fini della designazione ** Ai soli fini della designazione dei vini provenienti da uve raccolte nelle province di Trento e Bolzano,G.U. 149,1970-06-17
289,SCHIAVA GROSSA N.,001,I - LB 43,1969-12-24,5,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
289,SCHIAVA GROSSA N.,002,I - LB 19,1969-12-24,5,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
289,SCHIAVA GROSSA N.,003,I - LB 59,1969-12-24,5,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
289,SCHIAVA GROSSA N.,004,I - LB 83,1969-12-24,5,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
289,SCHIAVA GROSSA N.,005,I - LB 100,1969-12-24,5,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
289,SCHIAVA GROSSA N.,006,I - LB 40,1969-12-24,5,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
289,SCHIAVA GROSSA N.,007,I - LB 54,1969-12-24,5,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
289,SCHIAVA GROSSA N.,008,I - LB 50,1969-12-24,5,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
289,SCHIAVA GROSSA N.,009,I - 121 N,1969-12-24,5,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
289,SCHIAVA GROSSA N.,010,I - 125 N,1969-12-24,5,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
289,SCHIAVA GROSSA N.,011,I - SA 1,1969-12-24,10,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
289,SCHIAVA GROSSA N.,012,I - RAUSCEDO 2,1969-12-24,2,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
289,SCHIAVA GROSSA N.,013,I - RAUSCEDO 5,1969-12-24,2,,,D.P.R. 1164/69 in G.U. 48,1970-02-24
289,SCHIAVA GROSSA N.,014,I - SMA 40,1978-10-24,6,,,G.U. 323,1978-11-18
289,SCHIAVA GROSSA N.,015,I - SMA 43,1978-10-24,6,,,G.U. 323,1978-11-18
289,SCHIAVA GROSSA N.,016,I - SMA 36,1990-06-25,6,,,G.U. 199,1990-08-27
289,SCHIAVA GROSSA N.,017,I - VCR 12,1996-10-09,2,,,G.U. 258,1996-11-04
289,SCHIAVA GROSSA N.,018,I - VCR 14,1996-10-09,2,,,G.U. 258,1996-11-04
289,SCHIAVA GROSSA N.,019,I - VCR 25,1996-11-19,2,,,G.U. 291,1996-12-12
289,SCHIAVA GROSSA N.,020,I - Lb 61,2020-06-09,5,,,G.U. 152,2020-06-17
289,SCHIAVA GROSSA N.,021,I - Lb 82,2020-06-09,5,,,G.U. 152,2020-06-17
289,SCHIAVA GROSSA N.,022,I - Lb 95,2020-06-09,5,,,G.U. 152,2020-06-17
289,SCHIAVA GROSSA N.,023,I - Lb 110,2020-06-09,5,,,G.U. 152,2020-06-17
290,SCHIOPPETTINO N.,,,1977-06-14,,,,G.U. 238,1977-09-01
290,SCHIOPPETTINO N.,001,I - VCR 412,2009-03-27,2,,,G.U. 146,2009-06-26
290,SCHIOPPETTINO N.,002,I - CRAVIT - ERSA FVG 430,2010-05-28,23/1,,,G. U. 189,2010-08-14
291,SIRIO B.,,,1977-06-20,,,,G.U. 303,1977-11-07
292,SOPERGA N.,,,1977-06-20,,,,G.U. 303,1977-11-07
293,TAZZELENGHE N.,,,1977-06-14,,,,G.U. 238,1977-09-01
293,TAZZELENGHE N.,001,I - CRAVIT ERSA FVG 435,2011-04-22,23/1,,,G. U. 170,2011-07-23
294,TSCHAGGELE N.,,,1971-02-22,,,,G.U. 71,1971-03-22
295,VALENTINO N.,,,1977-06-20,,,,G.U. 303,1977-11-07
296,VEGA B.,,,1977-06-20,,,,G.U. 303,1977-11-07
297,VERDUSCHIA B.,,,1971-03-22,,"(253) VERDELLO B., (254) VERDICCHIO BIANCO B.",,G.U. 98,1971-04-24
298,CHARDONNAY B.,,,1978-10-24,,,,G.U. 323,1978-11-18
298,CHARDONNAY B.,001,I - SMA 123,1978-11-04,6,,,G.U. 338,1978-12-04
298,CHARDONNAY B.,002,I - SMA 130,1978-11-04,6,,,G.U. 338,1978-12-04
298,CHARDONNAY B.,003,I - RAUSCEDO 8,1982-11-18,2,,,G.U. 17,1983-01-19
298,CHARDONNAY B.,004,I - ISV CONEGLIANO 1,1982-11-18,1,,,G.U. 17,1983-01-19
298,CHARDONNAY B.,005,I - SMA 108,1990-06-25,6,,,G.U. 199,1990-08-27
298,CHARDONNAY B.,006,I - SMA 127,1990-06-25,6,,,G.U. 199,1990-08-27
298,CHARDONNAY B.,007,I - FEDIT 12 C.S.G.,1992-01-20,3,,,G.U. 53,1992-03-04
298,CHARDONNAY B.,008,I - VCR 4,1995-03-03,2,,,G.U. 72,1995-03-27
298,CHARDONNAY B.,009,I - VCR 10,1995-03-03,2,,,G.U. 72,1995-03-27
298,CHARDONNAY B.,010,I - STWA-95-350,1996-10-09,7/29/33,,,G.U. 258,1996-11-04
298,CHARDONNAY B.,011,I - STWA-95-355,1996-10-09,7/29/33,,,G.U. 258,1996-11-04
298,CHARDONNAY B.,012,I - ISMA 105,2002-05-15,6,,,G.U. 165,2002-07-16
298,CHARDONNAY B.,013,I - ISV 4,2003-07-09,1,,,G.U. 241,2003-10-16
298,CHARDONNAY B.,014,I - ISV 5,2003-07-09,1,,,G.U. 241,2003-10-16
298,CHARDONNAY B.,015,I - VCR 6,2003-07-09,2,,,G.U. 241,2003-10-16
298,CHARDONNAY B.,016,I - VCR 11,2003-07-09,2,,,G.U. 241,2003-10-16
298,CHARDONNAY B.,017,I - CRAVIT - ERSA FVG 100,2010-05-28,23/1,,,G. U. 189,2010-08-14
298,CHARDONNAY B.,018,I - CRAVIT - ERSA FVG 101,2010-05-28,23/1,,,G. U. 189,2010-08-14
298,CHARDONNAY B.,019,I - CRAVIT - ERSA FVG 102,2010-05-28,23/1,,,G. U. 189,2010-08-14
298,CHARDONNAY B.,020,I - CRAVIT - ERSA FVG 103,2010-05-28,23/1,,,G. U. 189,2010-08-14
298,CHARDONNAY B.,021,I - CRAVIT - ERSA FVG 104,2010-05-28,23/1,,,G. U. 189,2010-08-14
298,CHARDONNAY B.,022,I - CRAVIT - ERSA FVG 105,2010-05-28,23/1,,,G. U. 189,2010-08-14
298,CHARDONNAY B.,023,I - CRAVIT - ERSA FVG 106,2010-05-28,23/1,,,G. U. 189,2010-08-14
298,CHARDONNAY B.,024,I - CRAVIT - ERSA FVG 107,2010-05-28,23/1,,,G. U. 189,2010-08-14
298,CHARDONNAY B.,025,I - CRAVIT - ERSA FVG 108,2010-05-28,23/1,,,G. U. 189,2010-08-14
298,CHARDONNAY B.,026,I - VCR 481,2014-10-20,2,,,G.U. 258,2014-06-11
298,CHARDONNAY B.,027,I - VCR 484,2014-10-20,2,,,G.U. 258,2014-06-11
298,CHARDONNAY B.,028,I - Enotria 121,2018-05-30,59,,,G.U. 133,2018-06-11
298,CHARDONNAY B.,029,I Enotria 232,2018-05-30,59,,,G.U. 133,2018-06-11
298,CHARDONNAY B.,030,I - AMPELOS VCP 7,2019-05-23,60/68,,,G.U. 132,2019-06-07
298,CHARDONNAY B.,031,I - VCR 179,2020-06-09,2,,,G.U. 152,2020-06-17
298,CHARDONNAY B.,032,I - VCR 399,2020-06-09,2,,,G.U. 152,2020-06-17
298,CHARDONNAY B.,033,I - VCR 434,2020-06-09,2,,,G.U. 152,2020-06-17
299,MANZONI BIANCO B.,,,1978-09-18,,INCROCIO MANZONI 6.0.13,,G.U. 292,1978-10-18
299,MANZONI BIANCO B.,001,I - SMA - ISV 222,1992-10-30,6/1,,,G.U. 286,1992-12-04
299,MANZONI BIANCO B.,002,I - SMA - ISV 237,1992-10-30,6/1,,,G.U. 286,1992-12-04
300,PIGNOLETTO B.,,,1978-09-18,,"GRECHETTO GENTILE, ALIONZINA, 
GRECHETTO*","* Ai soli fini della designazione dei vini DO e IGT delle Provincie di Perugia, Terni e Viterbo",G.U. 292,1978-10-18
300,PIGNOLETTO B.,001,I - CAB 3,1994-10-26,8/34,,,G.U. 273,1994-11-22
300,PIGNOLETTO B.,002,I - CAB 5,1994-10-26,8/34,,,G.U. 273,1994-11-22
300,PIGNOLETTO B.,003,I - VCR 3,2009-03-27,2,,,G.U. 146,2009-06-26
300,PIGNOLETTO B.,004,I - VCR 433,2013-07-10,2,,,G. U. 186,2013-08-09
301,REBO N.,,,1978-09-18,,,,G.U. 292,1978-10-18
301,REBO N.,001,I - Ampelos VCP 3,2010-05-28,68/60,,,G. U. 189,2010-08-14
301,REBO N.,002,I - ISMA,2011-04-22,6/86,,,G. U. 170,2011-07-23
301,REBO N.,003,I - ISMA,2011-04-22,6/86,,,G. U. 170,2011-07-23
302,MEUNIER N.,,,1980-10-01,,,,G.U. 300,1980-10-31
302,MEUNIER N.,001,I - SMA 814,1992-10-30,6,,,G.U. 286,1992-12-04
302,MEUNIER N.,002,I - SMA 829,1992-10-30,6,,,G.U. 286,1992-12-04
302,MEUNIER N.,003,I - VCR 19,2021-06-18,2,,,G.U. 151,2021-06-26
303,WILDBACHER N.,,,1980-10-01,,,,G.U. 300,1980-10-31
304,CORNALIN,,,1981-05-06,,,,G.U. 135,1981-05-19
304,CORNALIN,001,I - IAR-C23,2023-01-30,53,,,G.U. 46,2023-02-23
305,KERNER B.,,,1981-05-06,,,,G.U. 135,1981-05-19
306,MAYOLET N.,,,1981-05-06,,,,G.U. 135,1981-05-19
306,MAYOLET N.,001,I - IAR-M25,2020-06-09,53,,,G.U. 152,2020-06-17
307,MOSCATELLO SELVATICO B.,,,1981-05-06,,,,G.U. 135,1981-05-19
307,MOSCATELLO SELVATICO B.,001,I - CRSFA - Regione Puglia F47,2020-01-07,66/71/11/80,,,G.U. 16,2020-01-21
308,MOSCATO DI SCANZO N.,,,1981-05-06,,,,G.U. 135,1981-05-19
309,PELAVERGA N.,,,1981-05-06,,CARI,,G.U. 135,1981-05-19
309,PELAVERGA N.,001,I - CVT 3,2006-02-02,12,,,G.U. 61,2006-03-14
309,PELAVERGA N.,002,I - CVT 40,2006-02-02,12,,,G.U. 61,2006-03-14
310,PETITE ARVINE B.,,,1981-05-06,,,,G.U. 135,1981-05-19
311,PRIE BLANC B.,,,1981-05-06,,,,G.U. 135,1981-05-19
311,PRIE BLANC B.,001,I - AO 4,1980-10-01,12,,,G.U. 300,1980-10-31
311,PRIE BLANC B,002,I - IAR-PRB1,2020-06-09,53,,,G.U. 152,2020-06-17
312,PRIE ROUGE Rs.,,,1981-05-06,,,,G.U. 135,1981-05-19
312,PRIE ROUGE Rs.,001,I - IAR-PMT11,2020-06-09,53,,,G.U. 152,2020-06-17
313,RUCHE' N.,,,1981-05-06,,,,G.U. 135,1981-05-19
313,RUCHE' N.,001,I - CVT 1,1994-11-24,12,,,G.U. 295,1994-12-19
313,RUCHE' N.,002,I - CVT 10,1994-11-24,12,,,G.U. 295,1994-12-19
314,CANAIOLO ROSA Rs.,,,1982-08-03,,,,G.U. 259,1982-09-20
315,ALIONZA B.,,,1987-07-21,,,,G.U. 189,1987-08-14
315,ALIONZA B.,001,I - CAB 6,2011-04-22,8/34,,,G. U. 170,2011-07-23
316,DINDARELLA N.,,,1987-07-23,,,,G.U. 227,1987-09-29
317,FORSELLINA N.,,,1987-07-23,,,,G.U. 227,1987-09-29
318,MALVASIA ROSA Rs.,,,1991-03-02,,,,G.U. 242,1991-10-15
319,MARSANNE B.,,,1991-03-11,,,,G.U. 242,1991-10-15
320,VITOUSKA B.,,,1990-08-31,,"GARGANJA,     VITOVSKA",,G.U. 242,1991-10-15
321,FORGIARIN N.,,,1992-01-20,,,,G.U. 53,1992-03-04
322,PICULIT-NERI N.,,,1992-01-20,,,,G.U. 53,1992-03-04
323,SCIAGLIN B.,,,1992-01-20,,,,G.U. 53,1992-03-04
324,UCELUT B.,,,1992-01-20,,,,G.U. 53,1992-03-04
325,QUAGLIANO N.,,,1992-06-24,,,,G.U. 161,1992-07-10
326,BOSCHERA B.,,,1992-10-30,,,,G.U. 286,1992-12-04
328,CORVINONE N.,,,1993-07-15,,,,G.U. 179,1993-08-02
328,CORVINONE N.,001,I - ISV CV 2,1999-03-01,1,,,G.U. 86,1999-04-14
328,CORVINONE N.,002,I - ISV CV 3,1999-03-01,1,,,G.U. 86,1999-04-14
328,CORVINONE N.,003,I - ISV CV 7,1999-03-01,1,,,G.U. 86,1999-04-14
328,CORVINONE N.,004,I - VCR 18,1999-03-01,2,,,G.U. 86,1999-04-14
328,CORVINONE N.,005,I - RAUSCEDO 8,2004-05-07,2,,,G.U. 242,2004-10-14
328,CORVINONE N.,006,I - VCR 536,2009-01-12,2,,,G.U. 93,2009-04-22
328,CORVINONE N.,007,I - VISP 10,2011-04-22,58/83,,,G. U. 170,2011-07-23
328,CORVINONE N.,008,I - 44 Vitiver,2015-12-30,98/99,,,G.U. 16,2016-01-21
328,CORVINONE N.,009,I - 45 Vitiver,2015-12-30,98/99,,,G.U. 16,2016-01-21
328,CORVINONE N.,010,I - 14 VITIVER,2018-02-02,98,,,G.U. 39,2018-02-16
328,CORVINONE N.,011,I - 83 VITIVER,2018-02-02,98,,,G.U. 39,2018-02-16
328,CORVINONE N.,012,I - 93 VITIVER,2018-02-02,98,,,G.U. 39,2018-02-16
328,CORVINONE N.,013,I - 111 VITIVER,2018-02-02,98,,,G.U. 39,2018-02-16
328,CORVINONE N.,014,I - 142 VITIVER,2018-02-02,98,,,G.U. 39,2018-02-16
329,MARZEMINA BIANCA B.,,,1994-11-24,,MARZEMINA*,* Ai soli fini della designazione,G.U. 295,1994-12-19
330,PELAVERGA PICCOLO N.,,,1994-11-24,,,,G.U. 295,1994-12-19
330,PELAVERGA PICCOLO N.,001,I - CVT C1,2016-06-08,12/76,,,G.U. 155,2016-07-05
330,PELAVERGA PICCOLO N.,002,I - CVT 212,2016-06-08,12/76,,,G.U. 155,2016-07-05
330,PELAVERGA PICCOLO N.,003,I - CVT 223,2016-06-08,12/76,,,G.U. 155,2016-07-05
331,PERERA B.,,,1994-11-24,,,,G.U. 295,1994-12-19
332,TREBBIANO ABRUZZESE B.,,,1994-11-24,,,,G.U. 295,1994-12-19
332,TREBBIANO ABRUZZESE B.,001,I - VCR 3,2001-11-06,2,,,G.U. 297,2001-12-22
332,TREBBIANO ABRUZZESE B.,002,I - UBA-RA TR 27,2002-11-27,11/47,,,G.U. 19,2003-01-24
333,MALBO GENTILE N.,,,1995-03-03,,,,G.U. 72,1995-03-27
333,MALBO GENTILE N.,001,I - VCR 68,2010-05-28,2,,,G. U. 189,2010-08-14
333,MALBO GENTILE N.,002,I - VCR 69,2010-05-28,2,,,G. U. 189,2010-08-14
333,MALBO GENTILE N.,003,I - VCR 70,2010-05-28,2,,,G. U. 189,2010-08-14
334,PEDEVENDA B.,,,1995-03-03,,,,G.U. 72,1995-03-27
335,PETIT VERDOT N.,,,1995-03-03,,,,G.U. 72,1995-03-27
335,PETIT VERDOT N.,001,I - VCR 207,2014-10-20,2,,,G.U. 258,2014-06-11
335,PETIT VERDOT N.,002,I - VCR 82,2022-04-12,2,,,G.U. 106,2022-05-07
336,CARMENERE N.,,,1996-11-18,,"CABERNET NOSTRANO, CABERNET ITALIANO*, CABERNET*",*Ai soli fini della designazione,G.U. 291,1996-12-12
336,CARMENERE N.,001,I - VCR 22,2001-11-06,2,,,G.U. 297,2001-12-22
336,CARMENERE N.,002,I - VCR 700,2001-11-06,2,,,G.U. 297,2001-12-22
336,CARMENERE N.,003,I - VCR 702,2002-11-27,2,,,G.U. 19,2003-01-24
336,CARMENERE N.,004,I - ERSA FVG 320,2003-07-09,23,,,G.U. 241,2003-10-16
336,CARMENERE N.,005,I - RAUSCEDO 9 SELEZ. FERRARI,2004-05-07,2,,,G.U. 242,2004-10-14
336,CARMENERE N.,006,I - ISV-F-V5,2004-05-07,1/23,,,G.U. 242,2004-10-14
336,CARMENERE N.,007,I - ERSA FVG 321,2005-06-09,23,,,G.U. 210,2005-09-09
336,CARMENERE N.,008,I - ERSA FVG 322,2005-06-09,23,,,G.U. 210,2005-09-09
336,CARMENERE N.,009,I - ERSA FVG 323,2005-06-09,23,,,G.U. 210,2005-09-09
336,CARMENERE N.,010,I - Ampelos TEA 16,2008-01-28,59/60,,,G.U. 62,2008-03-13
336,CARMENERE N.,011,I - MI - CAR - 1,2010-05-28,33/29/41,,,G. U. 189,2010-08-14
336,CARMENERE N.,012,I - CRAVIT ERSA FVG 324,2011-04-22,23/1,,,G. U. 170,2011-07-23
336,CARMENERE N.,013,I - CRAVIT ERSA FVG 325,2011-04-22,23/1,,,G. U. 170,2011-07-23
336,CARMENERE N.,014,I - VCR 16,2013-07-10,2,,,G. U. 186,2013-08-09
336,CARMENERE N.,015,I - VCR 17,2013-07-10,2,,,G. U. 186,2013-08-09
337,VERDESE B.,,,1996-11-18,,,,G.U. 291,1996-12-12
338,ERVI N.,,,1999-03-01,,,,G.U. 86,1999-04-14
338,ERVI N.,001,I - VCR 17,2022-04-12,,,,G.U. 106,2022-05-07
339,MELARA B.,,,1999-03-01,,,,G.U. 86,1999-04-14
340,SANTA MARIA B.,,,1999-03-01,,,,G.U. 86,1999-04-14
341,REGINA B.,,,1999-10-11,,,,G.U. 73,2000-03-28
341,REGINA B.,001,I - ISV 6,1980-10-01,1,,,G.U. 300,1980-10-31
341,REGINA B.,002,I - ISV 9,1980-10-01,1,,,G.U. 300,1980-10-31
341,REGINA B.,003,I - CRSA 11,2008-06-23,66/12/11,,,G.U. 194,2008-08-20
342,REGINA DEI VIGNETI B.,,,1999-10-11,,,,G.U. 73,2000-03-28
342,REGINA DEI VIGNETI B.,001,I - CRSA 76,2008-06-23,66/12/11,,,G.U. 194,2008-08-20
343,ZIBIBBO B.,,,1999-10-11,,"MOSCATO D ALESSANDRIA, DURACA, MOSCATO*, MOSCATELLO*, MOSCATELLONE*",* Ai soli fini della designazione,G.U. 73,2000-03-28
343,ZIBIBBO B.,001,I - Zibibbo Regione Sicilia 601,2014-05-15,84/4,,,G.U. 127,2014-06-04
343,ZIBIBBO B.,002,I - VCR 153,2016-12-28,2,,,G.U. 8,2017-01-11
344,TANNAT N.,,,1999-03-01,,,,G.U. 86,1999-04-14
345,TEMPRANILLO N.,,,1999-03-01,,,,G.U. 86,1999-04-14
345,TEMPRANILLO N.,001,I - VCR 379,2011-04-22,2,,,G. U. 170,2011-07-23
345,TEMPRANILLO N.,002,I - MN - N - 6,2013-07-10,15,,,G. U. 186,2013-08-09
345,TEMPRANILLO N.,003,I - U.S. FI-PI. 3Np,2013-07-10,9/15,,,G. U. 186,2013-08-09
345,TEMPRANILLO N.,004,I - U.S. FI-PI. 4Np,2013-07-10,9/15,,,G. U. 186,2013-08-09
345,TEMPRANILLO N.,005,I - U.S. FI-PI 1,2013-07-10,9/15,,,G. U. 186,2013-08-09
345,TEMPRANILLO N.,006,I - U.S. FI-PI 7,2013-07-10,9/15,,,G. U. 186,2013-08-09
345,TEMPRANILLO N.,007,I - VCR 472,2013-07-10,2,,,G. U. 186,2013-08-09
345,TEMPRANILLO N.,008,I - VCR 478,2013-07-10,2,,,G. U. 186,2013-08-09
345,TEMPRANILLO N.,009,I - VCR 224,2014-10-20,2,,,G.U. 258,2014-06-11
346,VIOGNIER B.,,,1999-03-01,,,,G.U. 86,1999-04-14
346,VIOGNIER B.,001,I - VCR 154,2018-02-02,2,,,G.U. 39,2018-02-16
346,VIOGNIER B.,002,I - VCR 156,2018-02-02,2,,,G.U. 39,2018-02-16
346,VIOGNIER B.,003,I - VCR 192,2020-06-09,2,,,G.U. 152,2020-06-17
